Id|OrderNo|BranchId|BranchName|IsAgency|PoIndex|PoName|PoIndexNo
647|647|43|LERIK|0|Az4323|LIVƏDIRQƏ PŞ|4323
648|648|43|LERIK|0|Az4324|MONIDIGAH PŞ|4324
649|649|43|LERIK|0|Az4327|PIRAN PŞ|4327
650|650|43|LERIK|0|Az4328|PIRASORA PŞ|4328
651|651|43|LERIK|0|Az4329|RVARUD PŞ|4329
652|652|43|LERIK|0|Az4331|ŞINGƏDULAN PŞ|4331
653|653|43|LERIK|0|Az4332|TIKƏBƏND PŞ|4332
654|654|43|LERIK|0|Az4335|VIZƏZƏMIN PŞ|4335
655|655|43|LERIK|0|Az4336|ZÜVÜC PŞ|4336
656|656|44|MASALLI|0|Az4400|MƏRKƏZI PŞ|4400
657|657|44|MASALLI|0|Az4402|2 SAYLI PŞ|4402
658|658|44|MASALLI|0|Az4403|3 SAYLI PŞ|4403
659|659|44|MASALLI|0|Az4404|4 SAYLI PŞ|4404
660|660|44|MASALLI|0|Az4405|5 SAYLI PŞ|4405
661|661|44|MASALLI|0|Az4411|BAMBAŞI PŞ|4411
662|662|44|MASALLI|0|Az4412|BƏDƏLAN PŞ|4412
663|663|44|MASALLI|0|Az4413|BORADIGAH PŞ|4413
664|664|44|MASALLI|0|Az4414|ÇAXIRLI PŞ|4414
665|665|44|MASALLI|0|Az4415|ƏRKIVAN PŞ|4415
666|666|44|MASALLI|0|Az4416|GƏYƏÇÖL PŞ|4416
667|667|44|MASALLI|0|Az4417|GÜLLÜTƏPƏ PŞ|4417
668|668|44|MASALLI|0|Az4418|HƏSƏNLI PŞ|4418
669|669|44|MASALLI|0|Az4419|HIŞKƏDƏRƏ PŞ|4419
670|670|44|MASALLI|0|Az4420|XIL PŞ|4420
671|671|44|MASALLI|0|Az4421|XIRMANDALI PŞ|4421
672|672|44|MASALLI|0|Az4422|KALINOVKA PŞ|4422
673|673|44|MASALLI|0|Az4423|KOLATAN PŞ|4423
674|674|44|MASALLI|0|Az4424|KÖHNƏ ALVADI PŞ|4424
675|675|44|MASALLI|0|Az4425|QARĞALIQ PŞ|4425
676|676|44|MASALLI|0|Az4426|QIZILAĞAC PŞ|4426
677|677|44|MASALLI|0|Az4427|QIZILAVAR PŞ|4427
678|678|44|MASALLI|0|Az4429|MAHMUDAVAR PŞ|4429
679|679|44|MASALLI|0|Az4430|MASALLI VAĞZAL PŞ|4430
680|680|44|MASALLI|0|Az4431|MUSAKÜÇƏ PŞ|4431
681|681|44|MASALLI|0|Az4432|SIĞDAŞ PŞ|4432
682|682|44|MASALLI|0|Az4433|ŞƏRƏFƏ PŞ|4433
683|683|44|MASALLI|0|Az4434|TƏZƏ ALVADI PŞ|4434
684|684|44|MASALLI|0|Az4435|TƏZƏKƏND PŞ10.4.44.35|4435
685|685|44|MASALLI|0|Az4436|TÜKLƏ PŞ|4436
686|686|44|MASALLI|0|Az4437|TÜRKOBA PŞ|4437
687|687|44|MASALLI|0|Az4438|YEDDIOYMAQ PŞ|4438
688|688|44|MASALLI|0|Az4439|YEYƏNKƏND PŞ|4439
689|689|44|MASALLI|0|Az4440|ŞIXLAR PŞ|4440
690|690|44|MASALLI|0|Az4441|ONCAKƏLƏ PŞ|4441
691|691|44|MASALLI|0|Az4442|QƏRIBLƏR PŞ|4442
692|692|44|MASALLI|0|Az4443|SƏMIDXAN PŞ|4443
693|693|44|MASALLI|0|Az4444|LÜRƏN PŞ|4444
694|694|44|MASALLI|0|Az4446|HACITƏPƏ PŞ|4446
695|695|44|MASALLI|0|Az4449|YEDDIOYMAQ-1 PŞ|4449
696|696|44|MASALLI|1|Az4400|SENAYE MEHELLISI|4400
697|697|45|MINGƏÇEVIR|0|Az4500|MƏRKƏZI PŞ|4500
698|698|45|MINGƏÇEVIR|0|Az4501|1 SAYLI PŞ|4501
699|699|45|MINGƏÇEVIR|0|Az4502|2 SAYLI PŞ|4502
700|700|45|MINGƏÇEVIR|0|Az4504|4 SAYLI PŞ|4504
701|701|45|MINGƏÇEVIR|0|Az4505|5 SAYLI PŞ|4505
702|702|45|MINGƏÇEVIR|0|Az4506|6 SAYLI PŞ|4506
703|703|45|MINGƏÇEVIR|0|Az4507|7 SAYLI PŞ|4507
704|704|45|MINGƏÇEVIR|0|Az4508|8 SAYLI PŞ|4508
705|705|45|MINGƏÇEVIR|0|Az4509|9 SAYLI PŞ|4509
706|706|45|MINGƏÇEVIR|0|Az4510|10 SAYLI PŞ|4510
707|707|45|MINGƏÇEVIR|0|Az4511|11 SAYLI PŞ|4511
708|708|45|MINGƏÇEVIR|1|Az4508|8 SAYLI  PA Atletler|4508
709|709|46|NAFTALAN|0|Az4600|MƏRKƏZI PŞ|4600
710|710|46|NAFTALAN|0|Az4601|1 SAYLI PŞ|4601
711|711|47|NEFTÇALA|0|Az4700|MƏRKƏZI PŞ|4700
712|712|47|NEFTÇALA|0|Az4701|1 SAYLI PŞ|4701
713|713|47|NEFTÇALA|0|Az4702|2 SAYLI PŞ|4702
714|714|47|NEFTÇALA|0|Az4704|4 SAYLI PŞ|4704
715|715|47|NEFTÇALA|0|Az4705|5 SAYLI PŞ|4705
716|716|47|NEFTÇALA|0|Az4711|AŞAĞI QARAMANLI PŞ|4711
717|717|47|NEFTÇALA|0|Az4712|AŞAĞI SURRA PŞ|4712
718|718|47|NEFTÇALA|0|Az4713|BANKƏ PŞ|4713
719|719|47|NEFTÇALA|0|Az4715|BOYAT PŞ|4715
720|720|47|NEFTÇALA|0|Az4717|HƏSƏNABAD PŞ|4717
721|721|47|NEFTÇALA|0|Az4719|XILLI PŞ|4719
722|722|47|NEFTÇALA|0|Az4720|XOL QARABUCAQ PŞ|4720
723|723|47|NEFTÇALA|0|Az4723|QAÇAQKƏND PŞ|4723
724|724|47|NEFTÇALA|0|Az4724|QIRMIZIKƏND PŞ|4724
725|725|47|NEFTÇALA|0|Az4728|YUXARI QARAMANLI PŞ|4728
726|726|47|NEFTÇALA|0|Az4729|KÜRKƏND PŞ|4729
727|727|48|OĞUZ|0|Az4800|MƏRKƏZI PŞ|4800
728|728|48|OĞUZ|0|Az4812|BAYAN PŞ|4812
729|729|48|OĞUZ|0|Az4814|BUCAQ PŞ|4814
730|730|48|OĞUZ|0|Az4815|CALUD PŞ|4815
731|731|48|OĞUZ|0|Az4817|XAÇMAZ PŞ|4817
732|732|48|OĞUZ|0|Az4819|KƏRIMLI PŞ|4819
733|733|48|OĞUZ|0|Az4821|QUMLAQ PŞ|4821
734|734|48|OĞUZ|0|Az4823|PADAR PŞ|4823
735|735|48|OĞUZ|0|Az4824|SINCAN PŞ|4824
736|736|48|OĞUZ|0|Az4825|ŞIRVANLI PŞ|4825
737|737|48|OĞUZ|0|Az4826|YAQUBLU PŞ|4826
738|738|49|SAATLI|0|Az4900|MƏRKƏZI PŞ|4900
739|739|49|SAATLI|0|Az4901|1 SAYLI PŞ|4901
740|740|49|SAATLI|0|Az4911|AZADKƏND PŞ|4911
741|741|49|SAATLI|0|Az4912|BƏYLIK PŞ|4912
742|742|49|SAATLI|0|Az4913|DƏDƏ QORQUD PŞ|4913
743|743|49|SAATLI|0|Az4914|ƏLISOLTANLI PŞ|4914
744|744|49|SAATLI|0|Az4915|FƏTƏLIKƏND PŞ|4915
745|745|49|SAATLI|0|Az4916|HACIQASIMLI PŞ|4916
746|746|49|SAATLI|0|Az4917|XANLARKƏND PŞ|4917
747|747|49|SAATLI|0|Az4918|QARA NURU PŞ|4918
748|748|49|SAATLI|0|Az4919|QARAÇALAR PŞ|4919
749|749|49|SAATLI|0|Az4920|QARAYEVKƏND PŞ|4920
750|750|49|SAATLI|0|Az4921|QIRAQLI PŞ|4921
751|751|49|SAATLI|0|Az4922|MƏMMƏDABAD PŞ|4922
752|752|49|SAATLI|0|Az4923|MIRCƏLALKƏND PŞ|4923
753|753|49|SAATLI|0|Az4924|MOLLAVAZLI PŞ|4924
754|754|49|SAATLI|0|Az4925|NƏRIMANKƏND PŞ|4925
755|755|49|SAATLI|0|Az4926|NƏSIMIKƏND PŞ|4926
756|756|49|SAATLI|0|Az4927|SAATLIKƏND PŞ|4927
757|757|49|SAATLI|0|Az4928|SARACALAR PŞ|4928
758|758|49|SAATLI|0|Az4929|ŞIRINBƏYLI PŞ|4929
759|759|49|SAATLI|0|Az4930|VARXANKƏND PŞ|4930
760|760|50|SUMQAYIT|0|Az5000|MƏRKƏZI PŞ|5000
761|761|50|SUMQAYIT|0|Az5001|1 SAYLI PŞ|5001
762|762|50|SUMQAYIT|0|Az5003|3 SAYLI PŞ|5003
763|763|50|SUMQAYIT|0|Az5004|4 SAYLI PŞ|5004
764|764|50|SUMQAYIT|0|Az5005|5 SAYLI PŞ|5005
765|765|50|SUMQAYIT|0|Az5006|6 SAYLI PŞ|5006
766|766|50|SUMQAYIT|0|Az5007|7 SAYLI PŞ|5007
767|767|50|SUMQAYIT|0|Az5008|8 SAYLI PŞ|5008
768|768|50|SUMQAYIT|0|Az5009|9 SAYLI PŞ|5009
769|769|50|SUMQAYIT|0|Az5011|11 SAYLI  PŞ|5011
770|770|50|SUMQAYIT|0|Az5021|CORAT PŞ|5021
771|771|50|SUMQAYIT|0|Az5022|HACI ZEYNALABDIN PŞ|5022
772|772|50|SUMQAYIT|1|Az5000|Ishiq idaresi|5000
773|773|50|SUMQAYIT|1|Az5008|Qaz idaresi|5008
774|774|50|SUMQAYIT|1|Az5009|9 SAYLI PA|5009
775|775|50|SUMQAYIT|1|Az5022|Tagiyev_Kosmonavt H/Sh|5022
776|776|51|SAMUX|0|Az5100|MƏRKƏZI PŞ|5100
777|777|51|SAMUX|0|Az5101|1 SAYLI PŞ|5101
778|778|51|SAMUX|0|Az5102|2 SAYLI RŞ|5102
779|779|51|SAMUX|0|Az5111|ÇOBAN ABDALLI PŞ|5111
780|780|51|SAMUX|0|Az5112|ƏHMƏDBƏYLI PŞ|5112
781|781|51|SAMUX|0|Az5114|INSTITUT PŞ|5114
782|782|51|SAMUX|0|Az5116|QARAYERI PŞ|5116
783|783|51|SAMUX|0|Az5117|QIRMIZI SAMUX PŞ|5117
784|784|51|SAMUX|0|Az5118|QOVLARSARI PŞ|5118
785|785|51|SAMUX|0|Az5119|LƏK PŞ|5119
786|786|51|SAMUX|0|Az5120|POYLU PŞ|5120
787|787|51|SAMUX|0|Az5121|SEYIDLƏR PŞ|5121
788|788|51|SAMUX|0|Az5122|ZAZALI PŞ|5122
789|789|51|SAMUX|0|Az5123|ZIYADLI PŞ|5123
790|790|51|SAMUX|0|Az5125|ƏLIUŞAĞI PŞ|5125
791|791|51|SAMUX|0|Az5128|SARIQAMIŞ PŞ|5128
792|792|51|SAMUX|0|Az5129|SƏRKAR-2 PŞ|5129
793|793|51|SAMUX|0|Az5131|YENIKƏND PŞ|5131
794|794|51|SAMUX|0|Az5134|YUXARI AĞASIBƏYLI PŞ|5134
795|795|51|SAMUX|1|Az5100|MPSh_Kohne  PA|5100
796|796|52|SALYAN|0|Az5200|MƏRKƏZI PŞ|5200
797|797|52|SALYAN|0|Az5201|1 SAYLI PŞ|5201
798|798|52|SALYAN|0|Az5205|5 SAYLI PŞ|5205
799|799|52|SALYAN|0|Az5206|6 SAYLI PŞ|5206
800|800|52|SALYAN|0|Az5211|ARBATAN PŞ|5211
801|801|52|SALYAN|0|Az5213|ÇUXANLI PŞ|5213
802|802|52|SALYAN|0|Az5214|HƏSƏNLI PŞ|5214
803|803|52|SALYAN|0|Az5215|XALAC PŞ|5215
804|804|52|SALYAN|0|Az5216|XIDIRLI PŞ|5216
805|805|52|SALYAN|0|Az5218|KÜR QARAQAŞLI PŞ|5218
806|806|52|SALYAN|0|Az5219|KÜRSƏNGI PŞ|5219
807|807|52|SALYAN|0|Az5220|QARABAĞLI PŞ|5220
808|808|52|SALYAN|0|Az5221|QARAÇALA PŞ|5221
809|809|52|SALYAN|0|Az5222|QIZILAĞAC PŞ|5222
810|810|52|SALYAN|0|Az5223|MARIŞLI PŞ|5223
811|811|52|SALYAN|0|Az5224|NOXUDLU PŞ|5224
812|812|52|SALYAN|0|Az5227|SARVAN PŞ|5227
813|813|52|SALYAN|0|Az5228|ŞORSULU PŞ|5228
814|814|52|SALYAN|0|Az5230|YENIKƏND PŞ|5230
815|815|52|SALYAN|0|Az5233|ŞƏKƏRLI PŞ|5233
816|816|53|SIYƏZƏN|0|Az5300|MƏRKƏZI PŞ|5300
817|817|53|SIYƏZƏN|0|Az5301|1 SAYLI RŞ|5301
818|818|53|SIYƏZƏN|0|Az5312|YENIKƏND  PŞ|5312
819|819|53|SIYƏZƏN|0|Az5313|HƏMYƏ PŞ|5313
820|820|53|SIYƏZƏN|0|Az5314|SƏDAN PŞ|5314
821|821|53|SIYƏZƏN|0|Az5315|ZARAT PŞ|5315
822|822|53|SIYƏZƏN|0|Az5316|MƏSRIF PŞ|5316
823|823|54|SABIRABAD|0|Az5400|MƏRKƏZI PŞ|5400
824|824|54|SABIRABAD|0|Az5401|1 SAYLI PŞ|5401
825|825|54|SABIRABAD|0|Az5403|3 SAYLI PŞ|5403
826|826|54|SABIRABAD|0|Az5411|AXISXA PŞ|5411
827|827|54|SABIRABAD|0|Az5412|AXTAÇI PŞ|5412
828|828|54|SABIRABAD|0|Az5415|CAVAD PŞ|5415
829|829|54|SABIRABAD|0|Az5418|ƏHMƏDABAD PŞ|5418
830|830|54|SABIRABAD|0|Az5420|HƏŞIMXANLI PŞ|5420
831|831|54|SABIRABAD|0|Az5422|KÜRKƏNDI PŞ|5422
832|832|54|SABIRABAD|0|Az5423|QALAĞAYIN PŞ|5423
833|833|54|SABIRABAD|0|Az5424|QARAGÜNEY PŞ|5424
834|834|54|SABIRABAD|0|Az5425|QURUZMA PŞ|5425
835|835|54|SABIRABAD|0|Az5426|QARATƏPƏ PŞ|5426
836|836|54|SABIRABAD|0|Az5427|QASIMBƏYLI PŞ|5427
837|837|54|SABIRABAD|0|Az5428|QƏZLI PŞ|5428
838|838|54|SABIRABAD|0|Az5429|MINBAŞI PŞ|5429
839|839|54|SABIRABAD|0|Az5430|MORANLI PŞ|5430
840|840|54|SABIRABAD|0|Az5432|MÜRSƏLLI PŞ|5432
841|841|54|SABIRABAD|0|Az5433|SURRA PŞ|5433
842|842|54|SABIRABAD|0|Az5434|NIZAMIKƏND PŞ|5434
843|843|54|SABIRABAD|0|Az5435|SUQOVUŞAN  PŞ|5435
844|844|54|SABIRABAD|0|Az5436|ŞƏHRIYAR PŞ|5436
845|845|54|SABIRABAD|0|Az5437|ŞIX SALAHLI PŞ|5437
846|846|54|SABIRABAD|0|Az5439|ULACALI PŞ|5439
847|847|54|SABIRABAD|0|Az5440|YOLÇUBƏYLI PŞ|5440
848|848|54|SABIRABAD|0|Az5441|ZƏNGƏNƏ PŞ|5441
849|849|54|SABIRABAD|0|Az5443|QARALAR PŞ|5443
850|850|54|SABIRABAD|0|Az5446|XƏLFƏLI PŞ|5446
851|851|55|ŞƏKI|0|Az5500|MƏRKƏZI PŞ|5500
852|852|55|ŞƏKI|0|Az5501|1 SAYLI PŞ|5501
853|853|55|ŞƏKI|0|Az5502|2 SAYLI PŞ|5502
854|854|55|ŞƏKI|0|Az5503|3 SAYLI PŞ|5503
855|855|55|ŞƏKI|0|Az5504|4 SAYLI PŞ|5504
856|856|55|ŞƏKI|0|Az5505|5 SAYLI PŞ|5505
857|857|55|ŞƏKI|0|Az5506|6 SAYLI PŞ|5506
858|858|55|ŞƏKI|0|Az5507|7 SAYLI PŞ|5507
859|859|55|ŞƏKI|0|Az5508|8 SAYLI PŞ|5508
860|860|55|ŞƏKI|0|Az5511|AŞAĞI GÖYNÜK PŞ|5511
861|861|55|ŞƏKI|0|Az5512|AŞAĞI KÜNGÜT PŞ|5512
862|862|55|ŞƏKI|0|Az5513|BALTALI PŞ|5513
863|863|55|ŞƏKI|0|Az5514|BAŞ GÖYNÜK PŞ|5514
864|864|55|ŞƏKI|0|Az5515|BAŞ KÜNGÜT PŞ|5515
865|865|55|ŞƏKI|0|Az5516|BAŞ LAYISKI PŞ|5516
866|866|55|ŞƏKI|0|Az5517|BAŞ ZƏYZIT PŞ|5517
867|867|55|ŞƏKI|0|Az5518|BÖYÜK DƏHNƏ PŞ|5518
868|868|55|ŞƏKI|0|Az5519|CƏFƏRABAD PŞ|5519
869|869|55|ŞƏKI|0|Az5520|CƏYIRLI PŞ|5520
870|870|55|ŞƏKI|0|Az5521|CUMAYKƏND PŞ|5521
871|871|55|ŞƏKI|0|Az5523|INÇƏ PŞ|5523
872|872|55|ŞƏKI|0|Az5524|KIÇIK DƏHNƏ PŞ|5524
873|873|55|ŞƏKI|0|Az5525|KIŞ PŞ|5525
874|874|55|ŞƏKI|0|Az5526|QOXMUQ PŞ|5526
875|875|55|ŞƏKI|0|Az5527|OXUD PŞ|5527
876|876|55|ŞƏKI|0|Az5528|ORTA ZƏYZIT PŞ|5528
877|877|55|ŞƏKI|0|Az5529|SARICA PŞ|5529
878|878|55|ŞƏKI|0|Az5530|SUÇMA PŞ|5530
879|879|55|ŞƏKI|0|Az5531|ŞƏKIKƏND PŞ|5531
880|880|55|ŞƏKI|0|Az5532|ŞORSU PŞ|5532
881|881|55|ŞƏKI|0|Az5533|TURAN PŞ|5533
882|882|55|ŞƏKI|0|Az5534|BILƏCIK PŞ|5534
883|883|55|ŞƏKI|0|Az5535|AYDINBULAQ PŞ|5535
884|884|55|ŞƏKI|0|Az5536|ORAVAN PŞ|5536
885|885|55|ŞƏKI|0|Az5537|BAŞ GÖYNÜK-2|5537
886|886|55|ŞƏKI|0|Az5540|KÖBƏR ZƏYZID PŞ|5540
887|887|55|ŞƏKI|1|Az5500|MEHKEME PA|5500
888|888|55|ŞƏKI|1|Az5500|BAZAR PA|5500
889|889|55|ŞƏKI|1|Az5504|MERO-PASPORT_STOL PA|5504
890|890|55|ŞƏKI|1|Az5504|DYP PA|5504
891|891|55|ŞƏKI|1|Az5514|BAŞ GÖYNÜK-1 PA|5514
892|892|56|ŞAMAXI|0|Az5600|MƏRKƏZI PŞ|5600
893|893|56|ŞAMAXI|0|Az5601|1 SAYLI PŞ|5601
894|894|56|ŞAMAXI|0|Az5602|2 SAYLI PŞ|5602
895|895|56|ŞAMAXI|0|Az5611|QIZMEYDAN PŞ|5611
896|896|56|ŞAMAXI|0|Az5612|BAĞIRLI PŞ|5612
897|897|56|ŞAMAXI|0|Az5613|CABANI PŞ|5613
898|898|56|ŞAMAXI|0|Az5614|ÇUXURYURD PŞ|5614
899|899|56|ŞAMAXI|0|Az5615|GÖYLƏR PŞ|5615
900|900|56|ŞAMAXI|0|Az5616|GÜNƏŞLI PŞ|5616
901|901|56|ŞAMAXI|0|Az5617|MƏDRƏSƏ PŞ|5617
902|902|56|ŞAMAXI|0|Az5618|NAĞARAXANA PŞ|5618
903|903|56|ŞAMAXI|0|Az5619|SABIR PŞ|5619
904|904|56|ŞAMAXI|0|Az5620|QUŞÇU PŞ|5620
905|905|56|ŞAMAXI|0|Az5621|MIRIKƏND PŞ|5621
906|906|56|ŞAMAXI|0|Az5623|ÇARHAN PŞ|5623
907|907|56|ŞAMAXI|0|Az5626|PIRQULU PŞ|5626
908|908|56|ŞAMAXI|0|Az5627|MUĞANLI PŞ|5627
909|909|56|ŞAMAXI|0|Az5628|MƏLIKÇOBANLI PŞ|5628
910|910|56|ŞAMAXI|0|Az5629|MƏLHƏM PŞ|5629
911|911|56|ŞAMAXI|1|Az5600|Shamaxi DYP PA|5600
912|912|57|ŞƏMKIR|0|Az5700|MƏRKƏZI PŞ|5700
913|913|57|ŞƏMKIR|0|Az5704|4 SAYLI PŞ|5704
914|914|57|ŞƏMKIR|0|Az5705|5 SAYLI PŞ|5705
915|915|57|ŞƏMKIR|0|Az5706|6 SAYLI PŞ|5706
916|916|57|ŞƏMKIR|0|Az5711|AŞAĞI SEYFƏLI PŞ|5711
917|917|57|ŞƏMKIR|0|Az5712|ÇƏNLIBEL PŞ|5712
918|918|57|ŞƏMKIR|0|Az5713|ÇINARLI PŞ|5713
919|919|57|ŞƏMKIR|0|Az5714|DƏLLƏR CƏYIR PŞ|5714
920|920|57|ŞƏMKIR|0|Az5715|DƏLLƏR PŞ|5715
921|921|57|ŞƏMKIR|0|Az5716|DÜYƏRLI PŞ|5716
922|922|57|ŞƏMKIR|0|Az5717|ƏLIYAQUBLU PŞ|5717
923|923|57|ŞƏMKIR|0|Az5718|IRMAŞLI PŞ|5718
924|924|57|ŞƏMKIR|0|Az5719|KÖNÜLLÜ PŞ|5719
925|925|57|ŞƏMKIR|0|Az5720|KÜR PŞ|5720
926|926|57|ŞƏMKIR|0|Az5721|QARACƏMIRLI PŞ|5721
927|927|57|ŞƏMKIR|0|Az5722|MUXTARIYYƏT PŞ|5722
928|928|57|ŞƏMKIR|0|Az5723|PLANKƏND PŞ|5723
929|929|57|ŞƏMKIR|0|Az5724|SABIRKƏND PŞ|5724
930|930|57|ŞƏMKIR|0|Az5725|ŞƏMKIR VAĞZAL PŞ|5725
931|931|57|ŞƏMKIR|0|Az5726|ŞIŞTƏPƏ PŞ|5726
932|932|57|ŞƏMKIR|0|Az5729|ZƏYƏM CIRDAXAN PŞ|5729
933|933|57|ŞƏMKIR|0|Az5730|ZƏYƏM PŞ - 3G Muveqqeti|5730
934|934|57|ŞƏMKIR|0|Az5732|IPƏK YOLU PŞ|5732
935|935|57|ŞƏMKIR|0|Az5733|ÇAPARLI PŞ|5733
936|936|57|ŞƏMKIR|0|Az5734|MAHMUDLU PŞ|5734
937|937|57|ŞƏMKIR|0|Az5735|XULUF (AŞAĞI KEÇILI) PŞ|5735
938|938|57|ŞƏMKIR|0|Az5736|BAYRAMLI PŞ|5736
939|939|57|ŞƏMKIR|0|Az5737|DƏLLƏR CIRDAXAN PŞ|5737
940|940|57|ŞƏMKIR|0|Az5739|YENI HƏYAT PŞ|5739
941|941|57|ŞƏMKIR|0|Az5740|QAPANLI PŞ|5740
942|942|57|ŞƏMKIR|0|Az5741|TATARLI PŞ|5741
943|943|57|ŞƏMKIR|0|Az5742|QASIMALLAR PŞ|5742
944|944|57|ŞƏMKIR|0|Az5743|QILINCBƏYLI PŞ|5743
945|945|57|ŞƏMKIR|0|Az5745|DƏLLƏR DAŞBULAQ PŞ|5745
946|946|58|ŞUŞA RRQ|0|Az5800|ŞUŞA|5800
947|947|59|TƏR-TƏR|0|Az5900|MƏRKƏZI PŞ|5900
948|948|59|TƏR-TƏR|0|Az5902|2 SAYLI PŞ|5902
949|949|59|TƏR-TƏR|0|Az5911|AZADQARAQOYUNLU PŞ|5911
950|950|59|TƏR-TƏR|0|Az5912|BƏYIMSAROV PŞ|5912
951|951|59|TƏR-TƏR|0|Az5915|DƏMIRÇILƏR PŞ|5915
952|952|59|TƏR-TƏR|0|Az5918|HACIQƏRVƏND PŞ|5918
953|953|59|TƏR-TƏR|0|Az5922|QARADAĞLI PŞ|5922
954|954|59|TƏR-TƏR|0|Az5923|QARAĞACI PŞ|5923
955|955|59|TƏR-TƏR|0|Az5924|QAYNAQ PŞ|5924
956|956|59|TƏR-TƏR|0|Az5926|SAROV PŞ|5926
957|957|59|TƏR-TƏR|0|Az5927|SEYDIMLI PŞ|5927
958|958|59|TƏR-TƏR|0|Az5928|ƏLƏSGƏRLI PŞ|5928
959|959|59|TƏR-TƏR|0|Az5929|SƏHLABAD PŞ|5929
960|960|60|TOVUZ|0|Az6000|MƏRKƏZI PŞ|6000
961|961|60|TOVUZ|0|Az6001|1 SAYLI PŞ|6001
962|962|60|TOVUZ|0|Az6002|2 SAYLI PŞ|6002
963|963|60|TOVUZ|0|Az6011|ABULBƏYLI PŞ|6011
964|964|60|TOVUZ|0|Az6012|ALAKOL PŞ|6012
965|965|60|TOVUZ|0|Az6014|ƏYYUBLU PŞ|6014
